City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
254,jamestown,42.097,-79.2353,7.8,70,75,7.2,US,1675821182
255,tulle,45.3333,1.8333,-0.81,89,3,1.51,FR,1675821183
256,touros,-5.1989,-35.4608,25.82,72,100,5.36,BR,1675821184
257,yerbogachen,61.2767,108.0108,-28.06,100,99,1.3,RU,1675821184
258,sampit,-2.5333,112.95,29.6,67,100,0.47,ID,1675821186
259,lima,-12.0432,-77.0282,25.5,75,0,6.17,PE,1675820786
260,mundra,22.85,69.7333,19.75,51,5,2.32,IN,1675820919
261,ponta do sol,32.6667,-17.1,15.56,59,36,3.46,PT,1675821188
262,touba,8.2833,-7.6833,25.65,57,93,1.31,CI,1675821190
263,zhigalovo,54.8097,105.1578,-15.95,96,100,0.57,RU,1675821191
264,hami,42.8,93.45,1.1,62,100,0.99,CN,1675821192
265,ambovombe,-25.1667,46.0833,22.2,87,100,2.19,MG,1675821193
266,shimodate,36.3,139.9833,9.99,58,100,2.28,JP,1675821194
267,cascais,38.6979,-9.4215,9.96,71,12,5.36,PT,1675821195
268,lebu,-37.6167,-73.65,14.97,88,0,7.74,CL,1675821196
269,mount gambier,-37.8333,140.7667,22.48,44,18,4.76,AU,1675821197
270,dingle,10.9995,122.6711,26.64,78,100,5.64,PH,1675821198
271,port-cartier,50.0334,-66.8654,-5.94,85,100,3.14,CA,1675821199
272,mar del plata,-38.0023,-57.5575,23.38,93,40,8.94,AR,1675820520
273,sisimiut,66.9395,-53.6735,-25.57,93,100,2.15,GL,1675821201
274,luena,-11.7833,19.9167,16.24,94,100,0.65,AO,1675821202
275,stephenville,32.2207,-98.2023,7.88,98,100,6.69,US,1675821204
276,kiomboi,-4.2667,34.3667,14.84,93,42,2.11,TZ,1675821209
277,le vauclin,14.5452,-60.8388,24.91,88,94,4.63,MQ,1675821211
278,makakilo city,21.3469,-158.0858,26.18,68,100,9.26,US,1675821211
279,kenai,60.5544,-151.2583,-1.95,98,100,4.63,US,1675821212
280,itambacuri,-18.0311,-41.685,22.36,89,99,2.16,BR,1675821213
281,turukhansk,65.8167,87.9833,-16.6,96,100,2.46,RU,1675821214
282,leh,34.1667,77.5833,-20.61,63,10,1.25,IN,1675820842
283,mutis,6.2262,-77.4044,25.91,87,78,0.54,CO,1675821215
284,portales,34.1862,-103.3344,6.12,39,100,2.59,US,1675821215
285,cap-aux-meules,47.3821,-61.8597,-4.97,63,0,4.12,CA,1675821216
286,poum,-20.2333,164.0167,26.68,84,100,6.24,NC,1675821216
287,warrnambool,-38.3833,142.4833,18.3,63,54,6.32,AU,1675821096
288,le port,-20.9373,55.2919,25.0,75,55,3.51,RE,1675821217
289,taoudenni,22.6783,-3.9836,17.64,20,100,5.11,ML,1675821217
290,new glasgow,45.5834,-62.6486,-3.12,90,9,0.88,CA,1675821218
291,xuddur,4.1213,43.8894,20.28,79,4,5.87,SO,1675821218
292,svobodnyy,51.4,128.1333,-24.49,85,25,1.11,RU,1675821219
293,el tigre,8.8875,-64.2454,25.59,65,93,5.97,VE,1675821219
294,mao,39.8885,4.2658,10.31,81,75,8.23,ES,1675821219
295,torbay,47.6666,-52.7314,-3.57,86,75,9.77,CA,1675821220
296,mariental,-24.6333,17.9667,21.76,71,91,1.48,NA,1675821220
297,waipawa,-41.4122,175.5153,20.09,58,25,2.41,NZ,1675821220
298,komsomolskiy,40.4272,71.7189,0.4,80,99,3.09,UZ,1675821221
299,geraldton,-28.7667,114.6,27.23,54,0,3.6,AU,1675821221
300,trat,12.5,102.5,28.26,81,100,0.19,TH,1675821221
301,pisco,-13.7,-76.2167,24.03,83,0,6.17,PE,1675821222
302,lata,40.1629,-8.3327,8.37,80,33,2.1,PT,1675821222
303,souillac,-20.5167,57.5167,26.21,83,40,4.63,MU,1675821223
304,greenfield,42.9614,-88.0126,1.98,73,0,4.12,US,1675821223
305,chateaubelair,13.2833,-61.25,24.17,81,100,6.08,VC,1675821223
306,atambua,-9.1061,124.8925,27.34,72,54,1.66,ID,1675821224
307,ostrovnoy,68.0531,39.5131,-0.29,75,3,11.13,RU,1675821224
308,adrar,20.5022,-10.0711,15.54,23,100,4.91,MR,1675821224
309,matara,5.9485,80.5353,23.98,90,86,2.64,LK,1675821225
310,flinders,-34.5833,150.8552,22.32,90,100,1.79,AU,1675821225
311,ust-tsilma,65.441,52.1498,-3.23,94,100,4.86,RU,1675821225
312,gap,44.6667,6.0,-10.65,71,18,1.64,FR,1675821226
313,svetlogorsk,52.6333,29.7333,-12.1,97,62,0.94,BY,1675821226
314,kazachinskoye,57.6953,93.2761,-8.33,94,100,2.63,RU,1675821226
315,brunico,46.7958,11.9364,-4.95,79,9,1.14,IT,1675821227
316,catuday,16.2923,119.8062,27.55,67,96,4.86,PH,1675821227
317,chaiyaphum,15.75,102.0,29.47,51,4,3.52,TH,1675821228
318,beringovskiy,63.05,179.3167,-27.3,94,82,3.45,RU,1675821228
319,jequitinhonha,-16.4339,-41.0033,22.23,80,9,1.43,BR,1675821228
320,saldanha,-33.0117,17.9442,17.03,89,0,5.9,ZA,1675821156
321,mukhen,48.1,136.1,-16.94,68,4,3.81,RU,1675821229
322,saint-francois,46.4154,3.9054,-5.18,93,1,0.0,FR,1675821229
323,odweyne,9.4092,45.064,18.27,67,6,2.15,SO,1675821230
324,mahibadhoo,3.7833,72.9667,26.95,67,66,2.51,MV,1675821230
325,ancud,-41.8697,-73.8203,14.09,94,0,1.62,CL,1675821230
326,cabo san lucas,22.8909,-109.9124,22.17,59,40,2.06,MX,1675821093
327,mitu,1.1983,-70.1733,22.61,96,95,0.79,CO,1675821231
328,new norfolk,-42.7826,147.0587,17.18,33,6,1.45,AU,1675821231
329,rio tuba,8.5061,117.4317,27.31,76,100,5.82,PH,1675821232
330,ardmore,34.1743,-97.1436,7.14,93,100,3.6,US,1675821232
331,grindavik,63.8424,-22.4338,-3.03,86,75,16.98,IS,1675821232
332,nhulunbuy,-12.2333,136.7667,30.34,74,75,3.6,AU,1675821233
333,sorland,67.667,12.6934,5.92,82,100,21.67,NO,1675821233
334,bartow,27.8964,-81.8431,20.99,78,37,4.57,US,1675820993
335,codrington,-38.2667,141.9667,18.9,60,87,6.87,AU,1675821234
336,boca do acre,-8.7522,-67.3978,22.82,98,100,1.05,BR,1675821234
337,grants,35.1473,-107.8514,-1.87,86,100,0.0,US,1675821234
338,port hawkesbury,45.6169,-61.3485,-2.23,82,100,4.47,CA,1675821235
339,bilibino,68.0546,166.4372,-36.44,98,100,1.0,RU,1675821235
340,atar,20.5169,-13.0499,15.1,29,3,5.16,MR,1675821236
341,qasigiannguit,68.8193,-51.1922,-26.86,98,100,0.99,GL,1675820989
342,qingquan,30.4511,115.2559,10.84,84,100,1.82,CN,1675821236
343,san quintin,30.4833,-115.95,15.15,51,0,2.01,MX,1675821236
344,tiarei,-17.5333,-149.3333,30.01,63,1,2.49,PF,1675821237
345,juba,4.8517,31.5825,22.69,26,4,1.22,SS,1675821237
346,sovetskiy,61.3614,63.5842,-21.02,100,100,2.49,RU,1675821238
347,riyadh,24.6877,46.7219,13.08,42,21,2.12,SA,1675820983
348,kirakira,-10.4544,161.9205,28.11,83,100,4.23,SB,1675821238
349,staryy merchyk,49.9815,35.759,-9.88,87,6,4.74,UA,1675821238
350,honningsvag,70.9821,25.9704,2.86,60,20,14.4,NO,1675821239
351,lompoc,34.6391,-120.4579,14.88,82,40,3.09,US,1675821239
352,tuatapere,-46.1333,167.6833,13.48,58,67,6.89,NZ,1675821240
353,nizhnevartovsk,60.9344,76.5531,-29.99,69,0,1.0,RU,1675821240
354,bara,10.3744,10.7288,20.33,25,9,3.37,NG,1675821240
355,fiume veneto,45.9328,12.7308,0.03,70,0,0.89,IT,1675821241
356,krasnoarmeysk,51.0239,45.6969,-15.27,97,92,4.96,RU,1675821241
357,praxedis guerrero,31.3667,-106.0167,9.7,35,83,6.66,MX,1675821241
358,tyret pervaya,53.6703,102.3106,-21.32,100,100,1.59,RU,1675821242
359,ola,59.5833,151.2833,-25.48,77,44,3.66,RU,1675821243
360,wedi,-7.7431,110.5794,24.47,88,100,2.72,ID,1675821244
361,osakarovka,50.565,72.5692,-18.85,99,99,1.39,KZ,1675821247
362,najran,17.4924,44.1277,16.36,69,3,2.68,SA,1675821247
363,mahebourg,-20.4081,57.7,26.16,83,40,4.63,MU,1675821249
364,torzhok,57.0436,34.9622,-7.72,94,100,3.01,RU,1675821250
365,sabha,27.0377,14.4283,11.7,38,100,5.53,LY,1675821252
366,mount isa,-20.7333,139.5,31.87,58,40,4.12,AU,1675821253
367,santa cruz de la palma,28.6835,-17.7642,14.08,67,0,2.57,ES,1675821254
368,teya,60.3778,92.6267,-12.41,97,100,1.45,RU,1675821255
369,gondanglegi,-7.7479,112.0132,24.43,92,100,1.74,ID,1675821259
370,price,39.5994,-110.8107,-1.05,59,0,1.54,US,1675821261
371,ntungamo,-0.8833,29.65,19.95,57,94,1.5,UG,1675821261
372,havre-saint-pierre,50.2334,-63.5986,-7.0,78,40,2.57,CA,1675821264
373,clarence town,-32.5833,151.7833,28.78,38,21,3.86,AU,1675821266
374,longyearbyen,78.2186,15.6401,-4.09,80,40,9.26,SJ,1675821194
375,arman,59.7,150.1667,-25.55,75,34,3.59,RU,1675821271
376,ashitkovo,55.44,38.59,-6.14,98,73,2.3,RU,1675821271
377,saint paul,44.9444,-93.0933,-0.77,76,0,1.54,US,1675820903
378,kruisfontein,-34.0033,24.7314,19.38,83,100,1.85,ZA,1675821272
379,nouadhibou,20.931,-17.0347,15.99,72,0,8.75,MR,1675821273
380,viedma,-40.8135,-62.9967,19.4,64,11,3.86,AR,1675821075
381,chuy,-33.6971,-53.4616,21.5,80,27,3.3,UY,1675821274
382,kungurtug,50.5994,97.5228,-22.67,97,35,0.65,RU,1675821274
383,carnot,4.9409,15.8665,19.47,22,29,1.31,CF,1675821276
384,norman wells,65.282,-126.8329,-21.98,71,75,0.0,CA,1675821276
385,grootfontein,-19.5667,18.1167,17.76,94,100,1.03,NA,1675821277
386,saint george,37.1041,-113.5841,9.41,41,0,4.12,US,1675821049
387,margate,51.3813,1.3862,4.3,67,89,1.15,GB,1675820743
388,vilhena,-12.7406,-60.1458,20.23,96,39,0.75,BR,1675821278
389,igrim,63.1906,64.4162,-15.42,90,100,4.52,RU,1675821278
390,hearst,49.6835,-83.6665,-8.86,92,100,3.5,CA,1675821278
391,saravan,39.7196,45.6483,-5.88,91,100,1.89,AM,1675821279
392,dire,12.2833,-10.9667,25.32,18,7,0.83,ML,1675821279
393,coihaique,-45.5752,-72.0662,16.97,67,75,1.03,CL,1675821279
394,matay,28.419,30.7792,8.61,59,100,1.52,EG,1675821280
395,kimbe,-5.5502,150.1429,25.43,94,100,1.95,PG,1675821280
396,powassan,46.0334,-79.3496,1.11,89,100,5.17,CA,1675821281
397,faro,37.0194,-7.9322,11.21,87,20,2.57,PT,1675821281
398,middlebury,44.0153,-73.1673,1.63,82,100,4.12,US,1675821281
399,chifeng,42.2683,118.9636,-4.93,26,0,3.46,CN,1675821282
400,villamontes,-21.25,-63.5,21.61,95,100,1.7,BO,1675821282
401,scottsboro,34.6723,-86.0341,16.76,76,100,0.0,US,1675821282
402,kollam,8.8833,76.6,23.17,75,62,2.05,IN,1675821283
403,zheleznodorozhnyy,55.7503,38.0042,-6.25,97,66,2.35,RU,1675821283
404,pilar,-9.5972,-35.9567,22.96,80,100,1.65,BR,1675821283
405,waingapu,-9.6567,120.2641,28.92,73,46,5.02,ID,1675821284
406,charlestown,-32.95,151.6667,28.71,58,33,2.68,AU,1675821273
407,san policarpo,12.1791,125.5072,27.38,74,100,6.6,PH,1675821284
408,tucuman,-26.8241,-65.2226,25.0,88,20,2.57,AR,1675821058
409,mandiana,10.6333,-8.6833,26.34,23,12,1.99,GN,1675821285
410,seoul,37.5683,126.9778,1.76,67,0,2.06,KR,1675821079
411,kalmunai,7.4167,81.8167,25.49,85,100,3.63,LK,1675821285
412,zhigansk,66.7697,123.3711,-44.49,98,100,2.91,RU,1675821107
413,port keats,-14.25,129.55,31.57,61,7,3.94,AU,1675821286
414,port lincoln,-34.7333,135.8667,23.19,60,6,5.04,AU,1675821286
415,hoquiam,46.9809,-123.8893,8.99,81,75,6.69,US,1675821287
416,patrasaer,23.2167,87.5167,18.95,40,0,2.3,IN,1675821287
417,ulladulla,-35.35,150.4667,19.76,83,100,1.79,AU,1675821287
418,nyrob,60.733,56.7202,-14.54,97,100,3.31,RU,1675821288
419,karasjok,69.4719,25.5112,-6.61,84,54,5.16,NO,1675821288
420,goderich,43.7501,-81.7165,2.18,93,100,5.14,CA,1675821112
421,san diego,32.7153,-117.1573,17.6,54,20,4.63,US,1675820872
422,villazon,-22.0866,-65.5942,10.29,67,87,5.77,BO,1675821289
423,esil,51.9556,66.4042,-17.5,99,91,2.74,KZ,1675821289
424,kedrovyy,56.1667,91.8167,-13.77,96,100,2.17,RU,1675821043
425,glenwood springs,39.5505,-107.3248,-1.43,57,0,1.54,US,1675821290
426,ketchikan,55.3422,-131.6461,4.26,81,100,2.06,US,1675821058
427,uruguaiana,-29.7547,-57.0883,28.96,51,0,2.06,BR,1675821290
428,santa maria del oro,25.9333,-105.3667,12.36,21,41,3.06,MX,1675821290
429,tessalit,20.1986,1.0114,20.9,14,68,3.71,ML,1675821291
430,bergen,60.392,5.328,6.6,100,100,6.69,NO,1675821291
431,poya,-21.35,165.15,28.63,76,100,0.63,NC,1675821291
432,paamiut,61.994,-49.6678,-18.89,86,76,5.14,GL,1675821292
433,adjumani,3.3779,31.7909,21.22,36,0,0.52,UG,1675821292
434,cervo,43.6702,-7.4101,8.87,80,25,8.25,ES,1675821293
435,hit,33.6416,42.8251,8.6,60,9,3.93,IQ,1675821293
436,puro,12.4841,123.3827,27.25,72,100,5.14,PH,1675821294
437,bulaevo,54.9056,70.4439,-20.04,99,97,3.04,KZ,1675821294
438,berezovo,63.9381,65.0419,-16.38,91,100,5.97,RU,1675821294
439,arlit,18.7369,7.3853,21.03,16,100,1.0,NE,1675821295
440,senanga,-16.1167,23.2667,18.88,97,99,1.69,ZM,1675821295
441,sainte-marie,-20.8968,55.5496,25.09,90,57,5.66,RE,1675821295
442,umm bab,25.2142,50.8072,17.74,72,58,8.43,QA,1675821296
443,baghmara,23.795,86.2085,19.04,41,0,1.85,IN,1675821296
444,port-gentil,-0.7193,8.7815,26.97,80,88,4.55,GA,1675821296
445,la cruz,23.9167,-106.9,17.77,66,98,4.21,MX,1675821297
446,hovd,48.0056,91.6419,-17.51,76,97,0.65,MN,1675821297
447,pochutla,15.7432,-96.4661,22.66,73,0,1.93,MX,1675821295
448,felanitx,39.4696,3.1483,11.09,76,98,10.0,ES,1675820876
449,dhankuta,26.9833,87.3333,9.92,64,3,2.3,NP,1675821054
450,zvishavane,-20.3267,30.0665,18.76,76,32,1.12,ZW,1675821298
451,dudinka,69.4058,86.1778,-24.61,100,98,2.3,RU,1675821298
452,chiang khong,20.2613,100.4046,25.35,38,5,0.23,TH,1675821299
453,yarmouth,41.7057,-70.2286,1.26,85,0,3.6,US,1675821299
454,oranjemund,-28.55,16.4333,17.42,89,98,7.84,NA,1675821299
455,juneau,58.3019,-134.4197,1.79,94,100,1.54,US,1675821076
456,saint-leu,-21.15,55.2833,24.48,74,79,1.71,RE,1675821300
457,maneadero,31.7167,-116.5667,15.06,61,0,2.68,MX,1675821300
458,misratah,32.3754,15.0925,12.98,63,100,7.12,LY,1675821301
459,liwale,-9.7667,37.9333,21.28,99,100,2.61,TZ,1675821301
460,labrea,-7.2586,-64.7981,22.73,96,73,0.63,BR,1675821302
461,cooma,-36.2333,149.1333,23.92,42,54,3.22,AU,1675821306
462,aksarka,66.5606,67.7975,-14.06,88,100,8.83,RU,1675821306
463,palmer,42.1584,-72.3287,1.25,76,100,2.57,US,1675820883
464,azul,-36.777,-59.8585,26.46,32,95,3.43,AR,1675821053
465,nipawin,53.3668,-104.0009,1.02,47,0,2.57,CA,1675821310
466,zubova polyana,54.0771,42.8372,-17.69,100,89,0.87,RU,1675821312
467,iqaluit,63.7506,-68.5145,-33.15,75,75,0.0,CA,1675821315
468,coquimbo,-29.9533,-71.3436,17.85,88,100,1.54,CL,1675821157
469,uva,56.9908,52.1852,-18.5,100,100,2.26,RU,1675821316
470,marechal candido rondon,-24.5561,-54.0567,22.05,65,45,1.74,BR,1675821277
471,altay,47.8667,88.1167,-8.62,72,100,1.89,CN,1675821318
472,molteno,-31.3968,26.3625,14.28,86,100,5.1,ZA,1675821320
473,prince rupert,54.3161,-130.3201,4.83,86,100,12.35,CA,1675821320
474,vagur,61.4732,-6.8119,7.79,81,100,25.66,FO,1675821321
475,zlobin,45.2924,14.6541,-3.39,51,0,4.63,HR,1675821322
476,bull savanna,17.8868,-77.5902,22.09,82,1,3.97,JM,1675821163
477,tautira,-17.7333,-149.15,26.72,61,5,2.11,PF,1675821324
478,hobyo,5.3505,48.5268,25.06,69,97,6.88,SO,1675821325
479,camacupa,-12.0167,17.4833,15.91,82,100,0.64,AO,1675821327
480,half moon bay,37.4636,-122.4286,14.3,71,0,6.69,US,1675821329
481,olafsvik,64.8945,-23.7142,-2.49,57,100,12.37,IS,1675821330
482,zhangzhou,24.5133,117.6556,16.96,75,73,1.53,CN,1675821332
483,huarmey,-10.0681,-78.1522,22.47,83,6,2.67,PE,1675821336
